WT1	WT2	WT3	LSD1ko1	LSD1ko2	LSD1ko3
LOC110008574	0	0	0	1	0	0
Alpk1	0	4	2	22	10	34
5730508B09Rik	20	25	13	49	78	75
Ap1ar	221	177	104	712	621	617
Egf	2	5	1	52	13	21
Cfi	0	0	0	1	0	1
Rrh	0	1	0	0	0	2
Gar1	214	131	110	674	611	620
Mcub	2	8	1	16	10	18
Casp6	133	256	111	348	840	710
Etnppl	0	0	0	2	0	0
Ostc	425	740	339	1766	2075	1627
Rpl34	7	10	6	32	25	13
Cyp2u1	0	0	0	17	0	1
Hadh	183	201	117	730	663	572
Gimd1	1	0	0	1	0	0
Aimp1	385	607	321	1299	1766	1189
Gm29811	1	1	0	2	0	2
Ints12	105	308	143	440	548	473
Ppa2	92	126	82	335	430	361
Tet2	11	24	13	189	45	107
Slc9b2	0	0	1	0	0	1
Cisd2	166	466	158	744	875	974
Ube2d3	667	2043	622	2744	3489	4461
4930539J05Rik	15	21	8	57	31	21
Slc39a8	1	11	3	13	5	53
H2afz	2681	3968	1785	7001	9659	6185
Lamtor3	133	240	133	438	602	483
Dapp1	310	490	228	1135	1526	1158
Mttp	12	21	13	60	57	48
Metap1	239	399	188	870	1054	931
Adh5	526	808	369	1815	2143	1618
Mir1956	0	0	0	0	0	1
Pdha2	0	0	0	0	0	1
Gbp3	52	132	57	748	523	473
Gbp5	12	22	10	264	76	147
Gbp7	1	5	3	125	20	35
Gbp2	19	89	57	415	405	487
Gtf2b	295	669	283	1316	1617	1149
Lmo4	561	547	369	1713	1408	1504
Odf2l	31	97	26	197	151	118
Znhit6	43	119	44	319	274	196
Cyr61	6	1	0	0	0	3
2410004B18Rik	118	197	81	310	459	346
Bcl10	478	669	439	1455	1809	1337
Mcoln3	1	13	2	4	51	20
Mcoln2	174	290	168	494	712	635
Spata1	4	18	9	21	19	37
Rpf1	153	480	162	763	871	635
Ctbs	15	33	16	61	64	92
Gng5	191	346	178	504	882	495
Ifi44	0	3	5	1	4	14
Dnajb4	18	46	20	133	165	118
Nexn	0	0	0	0	1	2
Fubp1	915	1663	762	3176	3648	3256
Usp33	158	407	151	1089	633	740
Pigk	133	231	112	651	612	677
Rabggtb	245	354	132	1071	1087	773
Acadm	134	231	111	506	478	504
Snord45b	0	1	0	13	3	4
Tyw3	30	27	23	120	81	76
Cryz	135	220	115	329	534	682
Erich3	0	0	0	0	0	1
Fpgt	26	81	25	179	154	193
Zranb2	213	902	293	1368	1409	1376
Cth	29	24	18	56	61	60
Lrrc40	211	521	175	972	995	1104
Srsf11	777	1323	527	3564	3540	3494
Ankrd13c	183	198	103	731	658	762
Catsper4	0	0	0	0	0	1
Nrd1	534	1030	415	2653	2560	2597
Rnf220	385	370	342	1257	1472	1183
1110037F02Rik	335	712	305	1599	1769	2039
Bach2	1198	1266	585	3447	2884	4637
Orc3	231	860	289	1257	1406	1288
Gne	147	148	121	437	424	466
Plppr1	0	0	0	2	0	1
Erp44	858	2868	1043	3356	4568	4264
Tstd2	149	152	84	385	468	438
Vcp	1108	1316	834	3809	4041	3834
Slc44a1	28	43	16	240	151	218
Palm2	0	1	0	0	6	8
Tnc	0	0	0	1	0	0
Cdk5rap2	218	274	164	920	900	1077
Zdhhc21	143	299	146	978	815	1204
Ptprd	1	0	0	1	0	0
Slc24a2	2	1	0	0	0	5
Cntln	1	8	5	130	14	33
Patj	28	38	16	46	154	122
Ssbp3	968	932	657	1792	2684	2650
C8a	13	21	7	45	104	72
Sgip1	6	13	3	0	12	23
Agbl4	0	0	0	2	0	0
Mast2	269	261	164	889	607	859
Tie1	0	0	0	0	2	0
Inpp5b	406	508	310	937	1468	1309
Frg2f1	2	0	0	9	13	10
Wasf2	699	555	370	2233	1818	2399
Zmym4	87	189	93	656	419	546
Hnrnpr	400	676	279	1820	1638	1865
Clic4	1081	1199	739	3619	3270	3311
Ubr4	1094	952	647	3720	2383	3783
Casz1	135	108	67	397	337	394
Spsb1	4	4	2	10	2	2
Nol9	443	447	293	1168	1158	1366
Noc2l	629	549	530	1796	1635	1590
Ski	22	19	22	99	37	108
Plag1	6	9	2	17	11	16
Fam110b	0	0	0	0	1	1
Tox	123	164	85	640	510	597
Nsmaf	994	1789	924	3118	4492	4508
Chd7	150	185	94	962	739	904
Asph	4	14	9	16	19	96
2610301B20Rik	25	96	34	86	159	144
Dpy19l4	11	58	29	138	94	148
Cdh17	51	98	28	603	1441	1406
Tmem67	20	45	15	121	99	139
Otud6b	95	276	75	623	596	613
A530072M11Rik	3	6	3	21	20	11
Nbn	105	329	110	649	709	476
Mmp16	3	0	0	0	1	1
Cpne3	80	219	67	677	579	810
Wwp1	42	138	45	214	184	309
Ggh	5	11	4	49	29	85
Coq3	44	71	33	189	238	180
Ccnc	78	288	96	439	532	669
Tstd3	44	135	50	268	397	315
Fbxl4	34	74	29	232	228	176
Mms22l	276	371	173	1070	1015	1138
Ndufaf4	69	141	49	304	272	286
Manea	125	457	148	965	614	896
Epha7	1	0	0	1	0	0
Map3k7	239	406	209	1294	1320	1289
Ankrd6	2	1	0	8	4	4
Mdn1	250	319	152	2017	954	1394
Casp8ap2	141	453	145	1188	851	753
Rngtt	77	191	69	452	372	432
4933421O10Rik	46	61	33	183	173	190
Zfp292	86	455	125	1274	708	781
Mob3b	8	19	8	64	36	68
Ddx58	35	54	35	282	138	212
Nfx1	620	992	576	2148	2580	2250
Fam219a	24	8	8	48	38	94
Kif24	120	118	63	339	298	362
Ube2r2	495	628	390	1505	1435	1464
Reck	0	0	0	8	1	2
Unc13b	6	4	0	7	13	21
Rusc2	3	2	4	2	2	14
Npr2	6	3	2	64	16	16
Tpm2	14	1	1	6	2	8
Melk	239	347	180	915	866	778
Zcchc7	153	457	184	912	987	680
Pax5	430	473	236	1871	1293	1528
Tdrd7	24	22	12	37	24	61
Dcaf10	129	139	70	444	463	523
Stra6l	0	0	0	5	0	0
Shb	6	3	1	35	4	7
Anks6	0	0	4	0	3	3
Hemgn	28	93	25	275	216	281
Trim14	125	136	123	339	507	536
Tmeff1	2	4	1	7	26	14
Invs	169	293	154	498	770	766
Grin3a	0	0	0	6	0	1
Abca1	62	119	73	294	259	470
Fktn	6	20	6	54	48	61
Zfp462	5	1	1	0	1	0
Ikbkap	192	225	130	861	661	878
Ptpn3	8	5	0	23	16	36
Tmem245	109	156	62	413	468	689
Lpar1	0	0	1	0	0	5
Svep1	1	0	0	1	5	1
Ptbp3	983	2389	925	5541	5155	7610
E130308A19Rik	144	164	94	406	609	632
AI314180	540	1152	510	2517	2486	2611
Ptgr1	161	205	118	529	2058	1318
Susd1	629	932	516	1805	2602	2578
Snx30	409	440	220	1728	1657	2007
Rgs3	18	37	50	237	172	202
Slc31a1	236	448	170	718	1039	979
Whrn	279	237	138	968	477	585
Zfp618	0	0	0	0	0	1
Tmem268	154	144	105	371	511	613
Col27a1	2	5	3	12	10	9
Pappa	0	0	0	0	0	1
Megf9	14	21	5	61	47	149
Kdm4c	166	412	156	881	1186	1001
Frmd3	2	0	0	0	0	0
Mpdz	0	0	0	0	0	1
Nfib	1	0	0	0	3	3
Ttc39b	186	326	164	1144	1011	1309
Ccdc171	34	127	43	279	248	231
Dennd4c	43	73	33	230	233	277
Acer2	4	7	4	17	31	41
Saxo1	0	0	0	0	1	0
Mllt3	25	45	22	247	200	159
Focad	45	29	18	184	117	182
Gm12610	2	0	0	1	1	3
Elavl2	0	0	0	0	0	3
Ift74	14	45	19	102	83	55
Caap1	51	84	27	227	213	250
Fggy	0	2	4	18	2	8
Nfia	0	3	4	4	10	26
Atg4c	1	5	6	30	26	83
Dock7	3	9	10	9	4	67
Alg6	37	94	33	185	145	197
Efcab7	9	39	10	64	60	54
Ak4	0	1	0	0	2	0
Dnajc6	0	0	0	0	0	1
Cachd1	1	0	1	1	0	1
Jak1	1373	2620	1378	5399	6457	6110
Pde4b	199	343	159	799	866	697
Mier1	354	1056	410	1377	1930	2130
Gm12718	0	0	0	0	0	1
1700024P16Rik	0	0	0	6	1	0
Usp24	660	1046	533	2958	2993	3689
Mroh7	6	17	5	2	41	24
Dhcr24	391	288	316	971	960	775
Glis1	1	0	1	0	1	5
Yipf1	236	405	387	651	1141	817
Lrp8	32	32	8	166	73	95
Cyb5rl	8	14	21	56	46	51
Zcchc11	377	926	360	1963	1988	2059
Zfyve9	3	4	3	4	7	22
Rab3b	4	0	1	2	6	9
Zyg11b	156	351	158	882	881	1026
Eps15	458	986	433	2606	2523	3053
Osbpl9	762	2208	902	3498	5348	4028
Faf1	306	444	253	946	1165	1030
Spata6	18	56	14	75	167	184
Trabd2b	11	10	3	269	74	116
Mknk1	125	137	108	440	406	453
Pik3r3	3	18	14	39	46	80
Faah	27	22	21	74	63	69
2510003B16Rik	2	5	1	3	11	7
Kif2c	613	853	501	1738	2022	1727
Eif2b3	95	195	81	414	410	390
Tesk2	61	53	36	155	199	173
Zswim5	7	0	0	2	2	2
Ipp	70	186	90	302	319	371
Eri3	110	132	117	304	364	335
St3gal3	81	77	71	124	154	144
Ptprf	9	1	1	4	2	2
Cfap57	0	0	1	0	2	0
Ccdc30	0	7	2	22	40	26
Scmh1	85	62	52	331	377	454
Hivep3	91	73	53	638	82	225
Smap2	1208	1052	861	3373	3408	3439
Macf1	1028	1910	987	8124	6045	7795
Bmp8a	13	5	4	12	22	35
Gnl2	164	374	157	971	1000	702
Ago3	21	45	26	170	88	141
Ncdn	213	182	139	634	489	616
Csmd2	0	0	0	0	0	1
Phc2	956	960	870	2038	2820	2391
Tmem54	1	0	0	0	0	0
C77080	15	6	0	28	16	22
Zbtb8a	5	5	4	53	40	51
Txlna	789	624	440	1963	1761	1809
Pum1	302	334	192	1031	936	1171
Nkain1	5	0	0	2	2	0
Sdc3	109	466	725	229	162	3268
Epb41	1210	1384	899	4167	4134	4237
Mecr	140	192	164	362	557	395
Ahdc1	31	19	17	165	87	107
Fam76a	123	130	102	485	447	505
Eya3	345	295	183	1085	916	1082
Gmeb1	184	207	119	652	601	590
Phactr4	76	70	56	312	181	280
Rpa2	682	789	595	1694	2255	1590
Wdtc1	285	270	251	709	729	863
Arid1a	1095	878	542	3578	2117	3172
Aim1l	7	10	4	37	49	23
Slc30a2	1	0	0	0	0	1
Runx3	60	38	25	690	148	235
Man1c1	9	15	18	52	31	115
Rhd	0	2	3	9	4	16
Rpl11	2978	5124	3568	8779	13385	8480
E2f2	1560	1292	999	3468	3763	3678
Myom3	0	1	0	0	0	0
Stpg1	0	1	1	1	1	5
Fuca1	413	619	467	1193	1298	1135
Ephb2	9	4	3	74	5	1
Kdm1a	511	436	297	1078	468	305
Eif4g3	575	645	401	2820	1975	2738
Hspg2	11	2	0	26	6	0
Usp48	303	370	200	1260	944	1134
Kif17	2	0	1	0	1	0
Alpl	8	5	10	191	16	52
Ece1	80	108	86	257	180	386
Pla2g5	0	0	0	0	1	2
Capzb	3279	5012	3869	8302	12218	9411
Iffo2	9	17	10	39	40	54
Arhgef10l	3	3	0	0	25	14
Padi4	31	28	30	58	125	95
Crocc	92	53	39	276	173	214
Fbxo42	188	160	103	598	452	602
Fhad1	3	2	2	10	2	2
Ddi2	68	72	39	296	295	242
Tmem51	60	134	168	89	243	311
Cela2a	0	1	1	4	0	3
Kazn	1	0	0	0	1	9
Prdm2	680	921	539	2593	2514	3112
Tnfrsf1b	120	153	160	395	396	719
Vps13d	277	320	177	1195	987	1390
Gm13212	5	38	11	26	37	50
Zfp982	0	1	0	7	2	4
Draxin	0	0	0	3	0	0
Mtor	242	238	153	818	590	811
Pex14	123	113	105	373	370	345
Pik3cd	1950	1762	1703	4635	4482	5176
Ctnnbip1	10	7	5	30	19	23
Kif1b	28	55	37	269	108	257
Ube4b	337	279	157	1205	793	1077
Pgd	1153	1353	1082	2180	3446	2658
Errfi1	12	3	3	13	13	26
Rere	2127	1832	1126	4930	3859	5426
Camta1	25	75	34	138	123	123
Kcnab2	334	347	306	1034	964	968
Icmt	381	329	301	784	718	825
Prdm16	38	7	10	40	46	78
Tnfrsf14	37	34	31	164	123	151
Ssu72	591	828	499	1542	2263	1492
Prkcz	15	17	12	16	55	47
Nadk	601	617	510	1235	1552	1544
Mir3471-2	0	0	0	0	1	0
Tmem68	65	155	82	287	339	399
Tgs1	77	223	90	637	426	482
2210414B05Rik	3	34	6	80	152	96
Lyn	1310	2250	1334	4206	5467	5490
6330407A03Rik	0	1	1	5	0	1
Rps20	6578	14361	5749	18764	34319	19211
Mos	0	0	0	0	0	1
Chchd7	69	105	58	258	361	232
Penk	0	0	0	0	3	0
Impad1	106	113	67	455	377	552
Ubxn2b	62	159	74	320	305	280
Sdcbp	607	2049	658	2550	3488	3612
Rab2a	282	359	174	1054	1089	1091
4930412C18Rik	0	2	0	0	0	1
4930448K20Rik	0	0	0	0	0	2
Plekhf2	332	616	218	1279	1501	1594
Ndufaf6	37	62	41	158	207	139
Trp53inp1	280	970	261	2154	1888	2537
Ints8	173	414	147	719	731	801
Ccne2	61	327	67	262	324	241
Esrp1	0	0	0	5	0	0
Fsbp	6	14	6	41	23	12
Rad54b	98	145	55	387	341	333
Gem	79	79	29	346	433	430
Pdp1	30	64	26	111	160	153
1700123M08Rik	3	4	4	8	15	21
Fam92a	37	102	47	248	174	172
Rbm12b1	20	23	23	105	141	91
Rbm12b2	38	76	23	116	188	165
Tmem55a	7	14	3	73	103	202
Tmem64	316	417	175	982	1500	1798
Decr1	61	145	55	333	259	268
Osgin2	52	139	42	326	271	246
Ripk2	86	105	52	396	492	474
Rmdn1	18	55	19	91	150	150
Slc7a13	0	1	0	0	0	0
Atp6v0d2	0	0	1	0	0	0
Pnisr	142	394	173	1561	818	763
4930528A17Rik	0	0	0	2	1	2
Usp45	52	111	40	211	237	340
Faxc	6	0	1	91	10	9
Ufl1	152	491	175	1135	1017	968
Gja10	0	0	0	2	0	0
Bach2os	3	6	2	14	5	15
Lyrm2	103	281	139	384	581	382
Rragd	3	0	2	11	2	33
Ube2j1	1282	1933	961	3462	4233	4288
Gabrr2	0	1	0	0	0	0
Srsf12	0	1	0	0	0	2
Pnrc1	124	140	92	476	431	512
Pm20d2	0	0	0	3	0	0
Spaca1	0	0	0	1	0	0
Akirin2	278	275	141	748	715	823
Slc35a1	49	138	36	222	271	312
Rars2	118	250	92	478	541	498
Smim8	73	219	69	325	475	348
Ifnk	1	1	0	0	4	8
3110043O21Rik	50	119	37	228	272	314
Aco1	139	175	168	393	394	455
Toporsos	17	31	23	49	75	36
Ndufb6	210	319	168	550	742	576
Topors	155	300	133	748	724	636
Dnaja1	284	570	249	1004	1077	808
Aptx	74	102	54	262	330	260
Smu1	698	1183	658	2217	2974	2557
Gm6297	1	2	1	3	2	7
B4galt1	114	139	74	775	393	671
Bag1	504	659	496	1478	2048	1531
Chmp5	195	531	166	711	1114	875
Spink4	0	0	0	1	0	0
Nol6	300	234	219	1056	816	1141
Aqp7	0	0	0	0	0	1
Aqp3	0	1	1	1	2	4
Ubap2	634	483	312	2078	1282	1876
Dcaf12	1985	2310	1519	4537	6117	5791
Ubap1	347	386	268	885	1275	1010
1110017D15Rik	0	0	0	0	1	0
Nudt2	45	68	40	174	215	146
AI464131	0	0	0	0	2	0
Fam219aos	4	2	3	8	5	29
Enho	0	1	3	0	1	4
Il11ra1	3	8	10	32	18	30
Sigmar1	105	70	82	332	283	309
Ccl27a	8	12	4	1	16	6
Dctn3	255	270	212	520	868	541
Rpp25l	173	214	176	468	588	341
Arid3c	0	1	0	0	0	0
Galt	96	94	74	227	290	232
Ccl19	1	0	2	3	0	0
1700022I11Rik	0	1	0	0	0	0
Dnajb5	47	52	61	148	175	173
Fam214b	50	44	46	151	186	175
Fancg	152	157	112	465	431	442
Pigo	164	165	99	570	461	528
Stoml2	398	405	303	1047	1294	1012
Atp8b5	0	0	0	2	0	3
Cd72	370	487	359	4019	2048	2104
Tesk1	204	166	154	666	433	473
Sit1	40	72	71	198	332	279
Rmrp	4	6	4	10	9	5
Ccdc107	55	71	55	207	202	157
Arhgef39	98	72	68	253	258	208
Car9	1	2	5	10	6	19
Gba2	215	236	181	602	586	631
Creb3	94	151	105	432	439	407
Tln1	2402	2542	2110	7931	6836	9068
Rgp1	211	174	116	711	587	678
A630077J23Rik	0	0	0	0	0	1
Hint2	57	59	32	154	104	94
Spag8	0	3	0	2	0	1
Hrct1	0	0	0	0	1	0
Tmem8b	0	3	1	8	5	4
Clta	2044	2642	1869	5049	7954	5067
Glipr2	20	27	27	148	107	86
Rnf38	210	245	117	744	764	1021
Gm12504	1	5	0	8	6	5
5730488B01Rik	31	26	14	119	38	51
Zbtb5	136	174	121	591	555	524
Fbxo10	11	10	3	70	36	37
Polr1e	189	280	149	580	780	605
Grhpr	387	398	379	552	819	484
Tomm5	198	280	191	540	786	403
Exosc3	235	221	121	839	821	779
Trmt10b	27	66	27	123	167	153
Slc25a51	305	300	155	1036	853	901
Aldh1b1	2	1	4	21	3	7
Ccdc180	0	0	1	2	0	0
Tmod1	0	0	2	0	0	0
Xpa	38	64	24	163	176	142
Ncbp1	736	1316	715	2127	2835	2596
Trmo	106	136	127	230	358	246
Foxe1	0	0	0	2	1	0
Nans	661	740	657	1826	2328	1661
Anp32b	2566	3672	2019	7080	8743	7752
Coro2a	277	310	174	1090	1042	1158
Tbc1d2	7	3	0	10	16	15
Galnt12	207	214	128	578	535	504
Col15a1	45	22	32	64	118	147
Tgfbr1	275	749	216	992	1189	1874
Sec61b	506	722	435	1275	1806	1256
Alg2	62	70	25	195	117	218
Nr4a3	2	1	0	12	3	6
Stx17	46	86	45	323	239	254
Tex10	198	480	195	890	1049	993
Zfp189	13	36	9	102	85	64
Baat	0	1	2	1	2	3
Mrpl50	116	263	90	481	591	444
Acnat1	0	0	0	1	0	0
Rnf20	308	512	303	1468	1534	1376
Smc2os	0	1	1	4	1	3
Smc2	371	1435	531	3661	2772	2316
Nipsnap3b	138	235	110	485	572	558
AI427809	3	0	0	4	5	4
Fsd1l	1	0	1	10	0	0
Tmem38b	50	79	48	190	413	421
Tal2	0	0	0	0	6	3
Rad23b	1042	1508	737	3152	4167	4390
Klf4	1	2	1	18	7	12
Ctnnal1	121	226	86	356	471	429
Fam206a	184	235	124	696	713	913
Mir32	0	1	0	0	0	0
Epb41l4b	2	0	0	0	0	2
Akap2	0	1	0	0	0	0
Txn1	1821	3504	1472	7832	10438	6125
Zkscan16	12	13	2	38	38	31
Gng10	480	940	386	1814	2844	2173
Dnajc25	26	32	21	134	118	127
Ugcg	211	325	120	1081	730	972
Gm12596	10	11	6	17	27	13
Hsdl2	90	224	73	518	505	496
Inip	272	472	263	1137	1057	1184
Slc46a2	0	1	1	0	3	2
Zfp37	2	0	0	0	0	1
Fkbp15	424	469	359	1340	1498	1720
Slc31a2	20	28	8	82	84	93
Bspry	8	4	6	104	158	147
Rnf183	32	24	20	26	153	129
Wdr31	9	7	1	11	20	19
Hdhd3	0	2	2	6	5	9
Cdc26	143	274	132	463	664	466
Prpf4	241	311	190	1020	943	983
Alad	260	267	221	935	1085	828
Pole3	98	177	105	401	476	364
4933430I17Rik	1	3	0	7	4	4
Orm3	0	0	0	0	0	2
Orm2	0	2	0	9	3	2
Akna	937	710	433	3062	2404	2953
Atp6v1g1	181	429	195	539	954	702
Tnfsf15	0	0	3	15	0	10
Tnfsf8	0	0	0	0	0	1
Trim32	50	58	40	178	213	255
Tlr4	46	283	80	302	380	713
Tle1	83	70	66	95	222	322
C630043F03Rik	1	6	6	4	16	14
Aldoart1	0	0	0	0	4	2
Tmem261	261	477	311	822	1303	911
Lurap1l	1	0	0	0	0	0
Psip1	1013	2342	1006	5761	6159	5661
Snapc3	63	97	39	214	260	210
Scarna8	0	0	0	2	3	1
Rraga	619	959	411	1636	2646	2458
Haus6	78	212	73	576	458	496
Plin2	68	48	57	220	121	224
Rps6	3834	7843	4689	11795	20121	12298
Mir491	0	1	0	0	0	0
Hacd4	0	11	10	0	4	61
Klhl9	38	59	28	238	146	252
Gm12603	1	0	1	1	0	0
Mtap	57	126	47	315	192	190
Cdkn2b	9	2	1	4	10	5
Cdkn2a	19	11	2	107	186	109
Tusc1	5	8	3	11	22	26
Gm12657	1	10	1	13	12	18
Plaa	283	485	202	1647	1622	1482
Lrrc19	0	0	0	0	0	1
Eqtn	0	1	0	0	1	2
Mysm1	66	176	62	484	369	369
Jun	54	9	13	796	393	114
9530080O11Rik	1	0	0	0	1	0
Hook1	56	148	56	703	433	520
Tm2d1	35	75	22	81	125	175
Usp1	405	870	392	2716	2436	2309
Angptl3	0	2	0	0	1	2
Itgb3bp	60	361	188	291	619	450
Pgm2	179	159	125	500	579	539
Raver2	0	5	9	13	7	35
0610043K17Rik	0	0	0	0	1	0
E130102H24Rik	0	1	1	14	0	7
Leprot	129	201	153	501	633	860
Lepr	4	1	1	0	1	5
Wdr78	18	40	26	77	84	45
Slc35d1	31	24	22	97	83	88
Oma1	107	145	71	284	418	388
C8b	0	1	0	2	1	2
Prkaa2	0	0	0	7	1	1
Plpp3	12	25	37	30	10	223
Bsnd	1	0	0	0	0	1
Pcsk9	3	0	1	0	2	0
Ttc4	245	252	198	755	861	645
Pars2	43	63	33	146	141	144
Acot11	3	15	22	24	6	84
Mrpl37	325	362	331	857	1139	886
Tmem59	325	517	316	988	1157	1145
Tceanc2	176	198	131	636	761	597
Lrrc42	132	147	151	341	437	411
Hspb11	17	40	23	50	93	62
Dio1	0	0	1	4	15	7
Ndc1	497	763	359	1371	1644	2048
Cpt2	113	103	95	287	290	398
0610037L13Rik	113	167	128	330	434	302
Magoh	480	1154	498	1512	2398	1447
Scp2	147	255	130	617	1038	1021
Echdc2	5	3	3	21	19	8
Coa7	61	49	49	202	214	202
Gpx7	1	4	2	15	2	4
Cc2d1b	484	356	238	1530	1423	1495
Prpf38a	268	634	219	1041	1350	964
Orc1	93	119	82	284	348	308
Btf3l4	47	123	49	260	270	236
Txndc12	134	274	130	487	557	496
Kti12	268	175	142	688	724	636
Ttc39a	0	0	0	0	0	1
Rnf11	51	73	34	214	230	285
Cdkn2c	522	411	281	1156	1062	1065
Dmrta2	0	0	2	3	2	3
Bend5	229	356	178	671	989	701
Skint3	0	0	0	0	0	1
Foxd2	2	5	1	1	6	13
Foxd2os	25	58	25	137	172	107
Tal1	0	1	1	0	0	3
Cmpk1	1063	3475	943	3087	6100	7346
Stil	162	381	165	1102	835	921
Pdzk1ip1	0	0	1	0	1	0
Cyp4a12b	1	0	0	0	0	0
Cyp4b1-ps2	0	0	2	0	0	1
Cyp4b1	1	0	0	0	0	0
Efcab14	138	190	96	780	538	718
Atpaf1	15	28	12	71	85	67
Tex38	0	0	0	0	0	4
Mob3c	22	12	18	115	63	100
Rad54l	263	331	202	897	783	789
Nsun4	92	119	65	278	357	312
Lrrc41	189	224	175	552	432	504
Uqcrh	1181	2704	1232	3461	6000	3323
Pomgnt1	222	258	244	495	753	607
Tspan1	11	22	14	25	159	150
Lurap1	35	40	31	66	225	173
C530005A16Rik	4	8	0	10	8	8
Akr1a1	2562	2975	2823	6216	9716	7451
Gpbp1l1	240	351	183	819	893	1004
Nasp	1034	2139	828	4304	4394	3317
Tmem69	86	74	42	221	289	280
Ccdc17	31	95	61	198	179	227
AV051173	0	2	2	5	2	4
Ccdc163	57	48	38	204	196	202
Mmachc	47	62	38	181	125	200
Prdx1	2641	6454	2535	8407	12727	10101
Toe1	214	252	195	720	774	608
Mutyh	109	94	70	252	290	312
Hpdl	2	3	2	10	7	2
Urod	203	292	229	555	845	677
Hectd3	323	338	247	708	949	966
Plk3	14	20	18	140	60	99
Rps8	5869	9917	7014	17193	25715	16269
Snord55	2	2	0	13	15	4
Btbd19	35	44	21	141	170	195
Tctex1d4	0	7	0	7	2	10
Gm1661	0	0	0	0	0	1
Tmem53	0	0	0	4	0	2
Dmap1	169	181	122	440	490	415
Slc6a9	3	1	2	3	3	7
Dph2	104	77	55	369	348	321
Ipo13	214	164	195	489	468	560
B4galt2	2	2	1	8	3	4
Ccdc24	0	0	0	0	2	0
Atp6v0b	355	590	480	866	1074	999
Kdm4a	600	543	377	1714	1653	1773
Elovl1	291	280	242	825	962	878
Med8	398	549	332	1044	1414	1041
Hyi	14	15	10	43	34	33
Szt2	264	266	171	1260	688	1054
Cdc20	1657	1727	1395	3521	5211	3838
Tmem125	1	0	0	0	0	0
D4Ertd617e	0	0	1	1	0	0
Olfr1340	0	1	0	0	0	0
Ebna1bp2	305	451	212	1424	1451	931
Lao1	1	0	0	0	0	0
Slc2a1	146	133	86	506	421	421
P3h1	5	4	3	48	6	10
Zfp691	24	19	10	93	71	49
Ermap	3	4	0	11	6	23
Svbp	115	135	89	261	333	256
AU022252	25	30	29	64	95	89
Ppih	183	313	177	602	756	440
Ybx1	3744	6382	3822	11990	15105	11552
Zmynd12	0	0	1	0	2	2
Rimkla	8	1	3	9	9	8
Ppcs	70	77	62	199	183	198
Foxj3	159	193	69	668	567	682
Guca2b	1	3	3	5	7	4
Foxo6	8	3	2	15	9	4
Ctps	321	342	215	1205	1061	965
Slfnl1	0	0	0	0	1	1
Cited4	0	0	1	0	4	0
Nfyc	251	211	183	709	778	661
Exo5	90	139	63	327	429	364
Rims3	1	9	9	12	2	69
Zfp69	13	17	7	64	39	33
Col9a2	0	0	0	0	0	1
Zmpste24	164	287	124	843	771	1029
Rlf	103	323	120	701	701	558
Ppt1	150	313	241	624	566	1027
Cap1	2896	4933	2868	7346	12395	10781
Trit1	89	138	65	394	374	324
Mfsd2a	11	7	7	84	30	39
Mycl	2	2	3	31	7	10
Ppie	357	469	300	776	1190	782
Oxct2a	0	1	0	0	1	3
Pabpc4	614	531	371	2016	1834	1837
D830031N03Rik	75	119	49	216	283	357
BC002163	7	6	10	17	18	12
Gm12925	0	0	0	0	0	1
Akirin1	334	414	194	1167	1433	1343
Mycbp	86	187	89	287	308	267
Rragc	249	335	157	1015	1043	1168
4933407E24Rik	0	1	0	0	0	0
Utp11	139	345	174	673	798	524
Fhl3	61	48	35	89	135	141
Sf3a3	715	1181	579	2680	3038	2272
Mir697	2	1	0	0	0	4
Pou3f1	0	0	0	0	0	1
1110065P20Rik	12	17	18	27	67	21
Mtf1	142	172	114	456	614	475
Yrdc	154	134	138	489	501	394
Maneal	2	0	0	4	0	0
9930104L06Rik	67	37	31	131	180	170
Rspo1	0	0	0	1	0	4
Cdca8	1221	1122	866	3041	3688	3063
Snip1	242	250	197	731	864	738
Dnali1	0	1	0	3	0	1
Meaf6	269	296	179	561	691	505
Zc3h12a	90	78	47	291	282	285
Csf3r	1	15	9	18	11	98
Mrps15	268	246	183	882	1046	718
Oscp1	6	9	13	27	17	27
Stk40	555	511	404	1131	1606	1482
Thrap3	1032	1073	636	3707	3339	3482
Lsm10	72	125	77	187	277	214
Sh3d21	3	1	4	1	4	6
Eva1b	19	20	27	36	28	46
Trappc3	277	354	252	788	940	799
Map7d1	362	304	267	1000	919	1037
Col8a2	1	0	0	0	0	0
Adprhl2	175	155	155	353	443	355
Tekt2	0	0	0	0	2	1
Ago1	356	312	190	1186	845	1326
Clspn	432	677	298	2693	1906	1954
5730409E04Rik	1	1	2	28	0	21
Ago4	29	43	28	170	163	172
Psmb2	872	1113	715	2839	3001	2410
AU040320	232	254	188	690	658	800
Sfpq	2536	2193	1341	7519	6589	7644
Zmym6	23	56	31	207	113	137
Zmym1	56	142	39	346	319	302
Tmem35b	17	26	21	42	60	62
Dlgap3	2	1	0	0	0	0
Smim12	81	95	89	236	367	262
Gjb4	3	0	0	0	1	0
Gjb3	1	1	0	0	0	0
Zscan20	108	73	57	208	318	255
Tlr12	5	4	8	54	8	38
Zfp362	339	274	222	1104	782	1025
A3galt2	9	12	10	16	18	34
Azin2	0	1	1	7	2	3
Trim62	2	5	4	58	9	23
